Fecha,Nombre_hospital,Institucion,Estatus_capacidad_hospitalaria,Estatus_capacidad_UCI,Coordenadas
2020-04-15,HOSPITAL GENERAL TLÁHUAC,SEDESA,Crítica,Crítica,"19.287492,-99.052665"
2020-04-15,HOSPITAL GENERAL 01 (CDMX NORTE)  LA RAZA,IMSS,Crítica,Crítica,"19.39574,-99.161677"
2020-04-15,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Media,Crítica,"19.398836,-99.116913"
2020-04-15,HOSPITAL GENERAL DE ZONA C/MF 08 (CDMX SUR),IMSS,Media,Crítica,"19.337137,-99.200142"
2020-04-15,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Crítica,Media,"19.482375,-99.213046"
2020-04-15,HOSPITAL GENERAL DE ZONA 53,IMSS,,,"19.356913,-98.990929"
2020-04-15,HOSPITAL GENERAL DE ZONA 197,IMSS,,,"19.515133,-98.89145"
2020-04-15,HOSPITAL GENERAL REGIONAL 220,IMSS,,,"19.283056,-99.63953"
2020-04-15,HOSPITAL GENERAL REGIONAL 251,IMSS,,,"19.246755,-99.576878"
2020-04-15,HR BICENTARIO DE LA INDEPENDENCIA,ISSSTE,Buena,Media,"19.628814,-99.163343"
2020-04-15,HOSPITAL MILITAR DE ZONA EL VERGEL,SEDENA,,,"19.312522,-99.082521"
2020-04-15,22/O BATALLÓN DE POLÍCIA MILITAR,SEDENA,,,"19.405526,-99.135839"
2020-04-15,HOSPITAL CENTRAL NORTE,PEMEX,,Media,"19.479895,-99.20088"
2020-04-15,CENTRO MÉDICO TOLUCA ISSEMYM,EDOMEX,Crítica,Media,"19.286408,-99.586018"
2020-04-15,CENTRO MÉDICO ADOLFO LÓPEZ MATEOS,EDOMEX,Media,Buena,"19.321045,-99.633308"
2020-04-15,HOSPITAL ÁNGELES PEDREGAL,PRIVADOS,Buena,Buena,"19.31244,-99.22124"
2020-04-15,MÉDICA SUR,PRIVADOS,Media,Buena,"19.297207,-99.160809"
2020-04-15,HOSPITAL ÁNGELES ROMA (SANTELENA),PRIVADOS,Buena,Crítica,"19.415243,-99.157081"
2020-04-15,HOSPITAL SAN ÁNGEL INN CHAPULTEPEC,PRIVADOS,Crítica,Crítica,"19.421896,-99.172987"
2020-04-15,HOSPITAL SAN ÁNGEL INN SUR,PRIVADOS,Crítica,Crítica,"19.340277,-99.200021"
2020-04-15,CENTRO MÉDICO QIRÚGICO ESCANDÓN,PRIVADOS,Buena,,"19.402588,-99.172236"
2020-04-15,FUNDACIÓN HOSPITAL NUESTRA SEÑORA DE LA LUZ,PRIVADOS,Buena,,"19.434591,-99.157036"
2020-04-15,HOSPITAL ÁNGELES CLÍNICA LONDRES,PRIVADOS,Crítica,Buena,"19.421804,-99.156942"
2020-04-15,HOSPITAL ESPAÑOL,PRIVADOS,,Buena,"19.439382,-99.197221"
2020-04-15,HOSPITAL OBREGÓN,PRIVADOS,Crítica,Buena,"19.418468,-99.160702"
2020-04-16,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,,Buena,"19.289599,-99.155441"
2020-04-16,HOSPITAL JUÁREZ,SSA,Buena,Buena,"19.481829,-99.135576"
2020-04-16,INSTITUTO NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Crítica,Crítica,"19.290598,-99.153838"
2020-04-16,HOSPITAL GENERAL DE ZONA 1A PARQUE DE LOS VENADOS (CDMX SUR),IMSS,Media,Media,"19.369978,-99.15587"
2020-04-16,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Buena,Crítica,"19.307964,-99.130677"
2020-04-16,HOSPITAL GENERAL DE ZONA C/MF 29 (S. JUAN ARAGÓN),IMSS,Crítica,Crítica,"19.465117,-99.085162"
2020-04-16,HOSPITAL GENERAL REGIONAL 196,IMSS,Media,Crítica,"19.529016,-99.030983"
2020-04-16,HOSPITAL GENERAL DE ZONA 194,IMSS,,Crítica,"19.4703,-99.234208"
2020-04-16,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Crítica,Media,"19.530797,-99.222446"
2020-04-16,HOSPITAL GENERAL DE ZONA 68 (TULPETLAC),IMSS,Crítica,Crítica,"19.57007,-99.044009"
2020-04-16,HOSPITAL GENERAL DE ZONA 71 (CHALCO),IMSS,Crítica,Crítica,"19.259803,-98.893368"
2020-04-16,HG IGNACIO ZARAGOZA,ISSSTE,,Buena,"19.389472,-99.045019"
2020-04-16,HR BICENTARIO DE LA INDEPENDENCIA,ISSSTE,Buena,Media,"19.628814,-99.163343"
2020-04-16,HG TOLUCA,ISSSTE,Crítica,Media,"19.256918,-99.635872"
2020-04-16,HOSPITAL MILITAR DE ZONA EL VERGEL,SEDENA,,,"19.312522,-99.082521"
2020-04-16,22/O BATALLÓN DE POLÍCIA MILITAR,SEDENA,,,"19.405526,-99.135839"
2020-04-16,CAMPO MILITAR NO 37-B HOSPITAL MILITAR DE ZONA TEMAMATLA,SEDENA,,,"19.188076,-98.870108"
2020-04-16,HOSPITAL CENTRAL NORTE,PEMEX,,Media,"19.479895,-99.20088"
2020-04-16,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Media,Media,"19.815464,-99.089197"
2020-04-16,HOSPITAL ÁNGELES MOCEL,PRIVADOS,,Media,"19.410855,-99.184695"
2020-04-16,NUEVO SANATORIO DURANGO,PRIVADOS,Media,Media,"19.418455,-99.171747"
2020-04-16,CENTRO MÉDICO ABC CAMPUS OBSERVATORIO,PRIVADOS,Buena,Buena,"19.400754,-99.204033"
2020-04-16,HOSPITAL SAN ÁNGEL INN CHAPULTEPEC,PRIVADOS,Crítica,Crítica,"19.421896,-99.172987"
2020-04-16,HOSPITAL SAN ÁNGEL INN SUR,PRIVADOS,Crítica,Crítica,"19.340277,-99.200021"
2020-04-16,HMG HOSPITAL COYOACÁN,PRIVADOS,Media,Media,"19.328044,-99.143601"
2020-04-16,HOSPITAL ÁNGELES ACOXPA,PRIVADOS,Buena,Media,"19.299431,-99.134953"
2020-04-16,HOSPITAL ÁNGELES CLÍNICA LONDRES,PRIVADOS,Crítica,Buena,"19.421804,-99.156942"
2020-04-16,HOSPITAL DE ESPECIALIDADES MIG,PRIVADOS,Crítica,Crítica,"19.491619,-99.126656"
2020-04-16,HOSPITAL ÁNGELES LINDAVSTA,PRIVADOS,,Crítica,"19.486673,-99.129583"
2020-04-16,HOSPITAL ÁNGELES METROPOLITANO,PRIVADOS,Buena,Crítica,"19.407125,-99.167048"
2020-04-16,HOSPITAL OBREGÓN,PRIVADOS,Crítica,,"19.418468,-99.160702"
2020-04-17,HOSPITAL GENERAL DE MÉXICO,SSA,,Crítica,"19.4129258,-99.1520225"
2020-04-17,INSTITUTO NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Crítica,Crítica,"19.290598,-99.153838"
2020-04-17,HOSPITAL DE ESPECIALIDADES DE LA CIUDAD DE MÉXICO DR BELISARIO DOMÍNGUEZ,SEDESA,,Media,"19.307226,-99.065356"
2020-04-17,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI,IMSS,Crítica,Media,"19.466549,-99.145102"
2020-04-17,HOSPITAL DE PEDIATRÍA 01 CMN SIGLO XXI (CDMX SUR),IMSS,Crítica,Crítica,"19.3696537,-99.1558374"
2020-04-17,HOSPITAL GENERAL DE ZONA 01 CARLOS MC GREGOR (CDMX SUR),IMSS,,Media,"19.395623,-99.161695"
2020-04-17,HOSPITAL GENERAL 01 (CDMX NORTE)  LA RAZA,IMSS,Crítica,Crítica,"19.39574,-99.161677"
2020-04-17,HOSPITAL GENERAL DE ZONA 2A (CDMX SUR),IMSS,Media,Crítica,"19.405495,-99.1122"
2020-04-17,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Media,Crítica,"19.398836,-99.116913"
2020-04-17,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Buena,Crítica,"19.307964,-99.130677"
2020-04-17,HOSPITAL GENERAL DE ZONA 47 (CDMX SUR) (IZP),IMSS,Media,Crítica,"19.357566,-99.054269"
2020-04-17,HOSPITAL GENERAL REGIONAL 72,IMSS,Media,Media,"19.542797,-99.205022"
2020-04-17,HG IGNACIO ZARAGOZA,ISSSTE,,Buena,"19.389472,-99.045019"
2020-04-17,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Crítica,Crítica,"19.272268,-99.660899"
2020-04-17,"HOSPITAL GENERAL ECATEPEC ""LAS AMÉRICAS""",EDOMEX,Media,Media,"19.594136,-99.018679"
2020-04-17,NUEVO SANATORIO DURANGO,PRIVADOS,Media,Media,"19.418455,-99.171747"
2020-04-17,HOSPITAL ÁNGELES ROMA (SANTELENA),PRIVADOS,Media,Crítica,"19.415243,-99.157081"
2020-04-17,CENTRO MÉDICO DALINDE,PRIVADOS,Media,Media,"19.40526,-99.168017"
2020-04-17,HOSPITAL ÁNGELES ACOXPA,PRIVADOS,Buena,Media,"19.299431,-99.134953"
2020-04-17,HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ,SSA,Crítica,Crítica,"19.410839,-99.151941"
2020-04-18,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI,IMSS,Crítica,Media,"19.466549,-99.145102"
2020-04-18,HOSPITAL DE PEDIATRÍA 01 CMN SIGLO XXI (CDMX SUR),IMSS,Crítica,Crítica,"19.3696537,-99.1558374"
2020-04-18,HOSPITAL GENERAL DE ZONA 01 CARLOS MC GREGOR (CDMX SUR),IMSS,,,"19.395623,-99.161695"
2020-04-18,HOSPITAL DE INFECTOLOGÍA 01 LA RAZA (CDMX NORTE),IMSS,Buena,Buena,"19.465067,-99.144881"
2020-04-18,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Media,Crítica,"19.483221,-99.128448"
2020-04-18,HOSPITAL GENERAL DE ZONA 27 (CDMX NORTE),IMSS,Media,Crítica,"19.454776,-99.140007"
2020-04-18,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Media,Media,"19.398836,-99.116913"
2020-04-18,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Buena,Crítica,"19.307964,-99.130677"
2020-04-18,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Media,Media,"19.482375,-99.213046"
2020-04-18,HOSPITAL DE ESPECIALIDADES 01 (CDMX NORTE) LA RAZA,IMSS,Crítica,Crítica,"19.467169,-99.143785"
2020-04-18,HOSPITAL GENERAL DE ZONA C/MF 29 (S. JUAN ARAGÓN),IMSS,Crítica,Crítica,"19.465117,-99.085162"
2020-04-17,HOSPITAL GENERAL REGIONAL 200,IMSS,Crítica,Crítica,"19.742905,-98.972971"
2020-04-17,HOSPITAL GENERAL DE ZONA 53,IMSS,Media,Crítica,"19.356913,-98.990929"
2020-04-17,HOSPITAL GENERAL DE ZONA 194,IMSS,Media,Crítica,"19.4703,-99.234208"
2020-04-17,HOSPITAL GENERAL DE ZONA 68 (TULPETLAC),IMSS,Crítica,Crítica,"19.57007,-99.044009"
2020-04-17,HOSPITAL GENERAL DE ZONA 98 (COACALCO),IMSS,Crítica,Crítica,"19.638165,-99.098892"
2020-04-17,CENTRO MÉDICO 20 DE NOVIEMBRE,ISSSTE,Media,Media,"19.37272,-99.171205"
2020-04-17,HG JOSÉ MARÍA MORELOS,ISSSTE,,,"19.363918,-98.995393"
2020-04-17,HR LIC ADOLFO LÓPEZ MATEOS,ISSSTE,,Buena,"19.358451,-99.172716"
2020-04-17,HG TOLUCA,ISSSTE,Crítica,Media,"19.256918,-99.635872"
2020-04-17,HOSPITAL MILITAR DE ZONA EL VERGEL,SEDENA,,,"19.312522,-99.082521"
2020-04-17,81/0 BATALLÓN DE INFANTERÍA Y ESCUELA MILITAR DE INFANTERÍA,SEDENA,,,"19.264736,-99.152936"
2020-04-17,CAMPO MILITAR NO 37-B HOSPITAL MILITAR DE ZONA TEMAMATLA,,,,"19.188076,-98.870108"
2020-04-17,CENTRO MÉDICO NAVAL,SEMAR,,Buena,"19.324032,-99.125233"
2020-04-17,HOSPITAL CENTRAL NORTE,PEMEX,,,"19.479895,-99.20088"
2020-04-17,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Crítica,Media,"19.272268,-99.660899"
2020-04-17,CENTRO MÉDICO ADOLFO LÓPEZ MATEOS,EDOMEX,,,"19.321045,-99.633308"
2020-04-17,MÉDICA SUR,PRIVADOS,,,"19.297207,-99.160809"
2020-04-17,NUEVO SANATORIO DURANGO,PRIVADOS,,,"19.418455,-99.171747"
2020-04-17,HOSPITAL SAN ÁNGEL INN SUR,PRIVADOS,Crítica,Crítica,"19.340277,-99.200021"
2020-04-17,HOSPITAL SAN ÁNGEL INN UNIVERSIDAD,PRIVADOS,,,"19.358908,-99.167569"
2020-04-17,CENTRO MÉDICO QIRÚGICO ESCANDÓN,PRIVADOS,,,"19.402588,-99.172236"
2020-04-17,HOSPITAL ÁNGELES ACOXPA,PRIVADOS,Buena,Crítica,"19.299431,-99.134953"
2020-04-17,HOSPITAL ÁNGELES LINDAVSTA,PRIVADOS,,,"19.486673,-99.129583"
2020-04-17,HOSPITAL DIOMED,PRIVADOS,Crítica,Crítica,"19.401424,-99.205282"
2020-04-17,HOSPITAL ÁNGELES METROPOLITANO,PRIVADOS,Buena,Crítica,"19.407125,-99.167048"
2020-04-17,HOSPITAL ESPAÑOL,PRIVADOS,,,"19.439382,-99.197221"
2020-04-17,HOSPITAL GENERAL MILPA ALTA,SEDESA,,,"19.200951,-99.01121"
2020-04-17,CLÍNICA HOSPITAL EMILIANO ZAPATA,SEDESA,,,"19.339225,-98.978282"
2020-04-17,HOSPITAL GENERAL VILLA,SEDESA,,,"19.480079,-99.103353"
2020-04-17,HOSPITAL MATERNO INFANTIL TOPILEJO,SEDESA,,,"19.199206,-99.140064"
2020-04-17,HOSPITAL MATERNO INFANTIL TLÁHUAC,SEDESA,,,"19.265167,-98.998"
2020-04-17,HOSPITAL PEDIÁTRICO IZTAPALAPA,SEDESA,,,"19.356711,-99.107652"
2020-04-19,INSTITUTO NACIONAL DE NUTRICIÓN,SSA,,,"19.289599,-99.155441"
2020-04-19,HOSPITAL GENERAL DR MANUEL GEA GONZÁLEZ,SSA,,,"19.290295,-99.160861"
2020-04-19,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE IXTAPALUCA,SSA,Buena,Buena,"19.318796,-98.855353"
2020-04-19,INSTITUTO NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Crítica,Buena,"19.290598,-99.153838"
2020-04-19,HOSPITAL DE ESPECIALIDADES DE LA CIUDAD DE MÉXICO DR BELISARIO DOMÍNGUEZ,SEDESA,,,"19.307226,-99.065356"
2020-04-19,HOSPITAL GENERAL DR ENRIQUE CABRERA,SEDESA,,,"19.361675,-99.224432"
2020-04-19,HOSPITAL GENERAL TLÁHUAC,SEDESA,Crítica,Crítica,"19.287492,-99.052665"
2020-04-19,HOSPITAL PEDIÁTRICO LA VILLA,SEDESA,Crítica,Media,"19.487355,-99.114316"
2020-04-19,HOSPITAL GENERAL DE ZONA 1A PARQUE DE LOS VENADOS (CDMX SUR),IMSS,Media,Media,"19.369978,-99.15587"
2020-04-19,HOSPITAL DE INFECTOLOGÍA 01 LA RAZA (CDMX NORTE),IMSS,Buena,Buena,"19.465067,-99.144881"
2020-04-19,HOSPITAL GENERAL DE ZONA 24 (CDMX NORTE),IMSS,Media,Crítica,"19.483221,-99.128448"
2020-04-19,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,Media,Media,"19.398836,-99.116913"
2020-04-19,HOSPITAL GENERAL DE ZONA C/MF 08 (CDMX SUR),IMSS,Media,Crítica,"19.337137,-99.200142"
2020-04-19,HOSPITAL GENERAL DE ZONA 197,IMSS,Media,Media,"19.515133,-98.89145"
2020-04-19,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Crítica,Crítica,"19.530797,-99.222446"
2020-04-19,HOSPITAL GENERAL DE ZONA 68 (TULPETLAC),IMSS,Crítica,Crítica,"19.57007,-99.044009"
2020-04-19,HOSPITAL GENERAL DE ZONA 98 (COACALCO),IMSS,Crítica,Crítica,"19.638165,-99.098892"
2020-04-19,HR PRIMERO DE OCTUBRE,ISSSTE,Buena,Buena,"19.486751,-99.133249"
2020-04-19,HR LIC ADOLFO LÓPEZ MATEOS,ISSSTE,Buena,Buena,"19.358451,-99.172716"
2020-04-19,81/0 BATALLÓN DE INFANTERÍA Y ESCUELA MILITAR DE INFANTERÍA,SEDENA,,,"19.264736,-99.152936"
2020-04-19,CAMPO MILITAR NO 37-B HOSPITAL MILITAR DE ZONA TEMAMATLA,SEDENA,,,"19.188076,-98.870108"
2020-04-19,8/O REGIMIENTO MECANIZADO ALMOLOYA DE JUÁREZ,SEDENA,,,"19.403838,-99.742294"
2020-04-19,CENTRO MÉDICO NAVAL,SEMAR,,Buena,"19.324032,-99.125233"
2020-04-19,HOSPITAL CENTRAL NORTE,PEMEX,,,"19.479895,-99.20088"
2020-04-19,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Media,Media,"19.815464,-99.089197"
2020-04-19,HOSPITAL REGIONAL TLANEPANTLA ISSEMYM,EDOMEX,,,"19.319081,-98.855395"
2020-04-19,CENTRO MÉDICO ADOLFO LÓPEZ MATEOS,EDOMEX,Buena,Buena,"19.321045,-99.633308"
2020-04-19,HOSPITAL SEDNA,PRIVADOS,,,"19.303597,-99.174177"
2020-04-19,NUEVO SANATORIO DURANGO,PRIVADOS,Media,Buena,"19.418455,-99.171747"
2020-04-19,CENTRO MÉDICO QIRÚGICO ESCANDÓN,PRIVADOS,,,"19.402588,-99.172236"
2020-04-19,HOSPITAL ÁNGELES ACOXPA,PRIVADOS,Buena,Crítica,"19.299431,-99.134953"
2020-04-19,HOSPITAL ÁNGELES CLÍNICA LONDRES,PRIVADOS,Crítica,Buena,"19.421804,-99.156942"
2020-04-19,HOSPITAL ÁNGELES LINDAVSTA,PRIVADOS,,,"19.486673,-99.129583"
2020-04-19,HOSPITAL ÁNGELES MÉXICO,PRIVADOS,Media,Media,"19.400075,-99.172655"
2020-04-19,HOSPITAL OBREGÓN,PRIVADOS,Crítica,,"19.418468,-99.160702"
2020-04-19,CORPORATIVO HOSPITAL SATÉLITE,PRIVADOS,Buena,,"19.513536,-99.237738"
2020-04-19,HOSPITAL PEDIÁTRICO AZCAPOTZALCO,SEDESA,,,"19.484418,-99.185442"
2020-04-19,HOSPITAL PEDIÁTRICO MOCTEZUMA,SEDESA,,,"19.432814,-99.098151"
2020-04-19,HOSPITAL MATERNO INFANTIL TOPILEJO,SEDESA,,,"19.199206,-99.140064"
2020-04-19,HOSPITAL PEDIÁTRICO TACUBAYA,SEDESA,,,"19.402594,-99.19099"
2020-04-19,HOSPITAL PEDIÁTRICO COYOACÁN,SEDESA,,,"19.345818,-99.168076"
2020-04-19,HOSPITAL GENERAL IZTAPALAPA,SEDESA,,,"19.343426,-99.027236"
2020-04-20,HOSPITAL JUÁREZ,SSA,Buena,Buena,"19.481829,-99.135576"
2020-04-20,CITIBANAMEX,SEDESA,,,"19.439732,-99.224235"
2020-04-20,HOSPITAL DE ESPECIALIDADES 01 CMN SIGLO XXI,IMSS,Crítica,Media,"19.466549,-99.145102"
2020-04-20,HOSPITAL DE INFECTOLOGÍA 01 LA RAZA (CDMX NORTE),IMSS,Buena,Buena,"19.465067,-99.144881"
2020-04-20,HOSPITAL GENERAL 01 (CDMX NORTE)  LA RAZA,IMSS,Crítica,Media,"19.39574,-99.161677"
2020-04-20,HOSPITAL GENERAL DE ZONA 27 (CDMX NORTE),IMSS,Media,Crítica,"19.454776,-99.140007"
2020-04-20,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,,,"19.398836,-99.116913"
2020-04-20,HOSPITAL GENERAL DE ZONA 32 (CDMX SUR),IMSS,Buena,Crítica,"19.307964,-99.130677"
2020-04-20,HOSPITAL GENERAL DE ZONA C/MF 29 (S. JUAN ARAGÓN),IMSS,Crítica,Crítica,"19.465117,-99.085162"
2020-04-20,HOSPITAL GENERAL REGIONAL 200,IMSS,Media,Crítica,"19.742905,-98.972971"
2020-04-20,HOSPITAL GENERAL DE ZONA 197,IMSS,Media,Media,"19.515133,-98.89145"
2020-04-20,HOSPITAL GENERAL DE ZONA 194,IMSS,Media,Crítica,"19.4703,-99.234208"
2020-04-20,HOSPITAL GENERAL DE ZONA 76 (XALOSTOC),IMSS,Crítica,Crítica,"19.526677,-99.082058"
2020-04-20,HR LIC ADOLFO LÓPEZ MATEOS,ISSSTE,,,"19.358451,-99.172716"
2020-04-20,HOSPITAL MILITAR DE ZONA EL VERGEL,SEDENA,,,"19.312522,-99.082521"
2020-04-20,CAMPO MILITAR NO 1-A 6/O GRUPO DE MORTEROS,SEDENA,,,"19.449179,-99.232137"
2020-04-20,81/0 BATALLÓN DE INFANTERÍA Y ESCUELA MILITAR DE INFANTERÍA,SEDENA,,,"19.264736,-99.152936"
2020-04-20,HOSPITAL CENTRAL NORTE,PEMEX,Media,Media,"19.479895,-99.20088"
2020-04-20,CENTRO MÉDICO ADOLFO LÓPEZ MATEOS,EDOMEX,,,"19.321045,-99.633308"
2020-04-20,MÉDICA SUR,PRIVADOS,,,"19.297207,-99.160809"
2020-04-20,HOSPITAL ÁNGELES ROMA (SANTELENA),PRIVADOS,,,"19.415243,-99.157081"
2020-04-20,FUNDACIÓN HOSPITAL NUESTRA SEÑORA DE LA LUZ,PRIVADOS,,,"19.434591,-99.157036"
2020-04-20,HOSPITAL DE ESPECIALIDADES MIG,PRIVADOS,Crítica,Crítica,"19.491619,-99.126656"
2020-04-20,HOSPITAL DIOMED,PRIVADOS,Crítica,Crítica,"19.401424,-99.205282"
2020-04-20,HOSPITAL ESPAÑOL,PRIVADOS,,,"19.439382,-99.197221"
2020-04-20,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,,,"19.272165,-99.207846"
2020-04-20,HOSPITAL MATERNO PEDIÁTRICO XOCHIMILCO,SEDESA,,,"19.254376,-99.104643"
2020-04-20,HOSPITAL MATERNO INFANTIL CUAUTEPEC,SEDESA,,,"19.539787,-99.140977"
2020-04-20,HOSPITAL PEDIÁTRICO IZTAPALAPA,SEDESA,,,"19.356711,-99.107652"
2020-04-20,HOSPITAL GENERAL IZTAPALAPA,SEDESA,,,"19.343426,-99.027236"
2020-04-21,HOSPITAL GENERAL DR ENRIQUE CABRERA,SEDESA,Buena,Media,"19.361675,-99.224432"
2020-04-21,HOSPITAL GENERAL 01 (CDMX NORTE)  LA RAZA,IMSS,Crítica,Crítica,"19.39574,-99.161677"
2020-04-21,HOSPITAL GENERAL DE ZONA 27 (CDMX NORTE),IMSS,Media,Crítica,"19.454776,-99.140007"
2020-04-21,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,,,"19.398836,-99.116913"
2020-04-21,HOSPITAL GENERAL DE ZONA C/UMAA 48 (CDMX NORTE),IMSS,Media,Media,"19.482375,-99.213046"
2020-04-21,HOSPITAL GENERAL 02 (CDMX SUR) VILLA COAPA,IMSS,Crítica,Crítica,"19.309194,-99.129593"
2020-04-21,HOSPITAL GENERAL DE ZONA 47 (CDMX SUR) (IZP),IMSS,Media,Crítica,"19.357566,-99.054269"
2020-04-21,HOSPITAL GENERAL REGIONAL 72,IMSS,Media,Media,"19.542797,-99.205022"
2020-04-21,HOSPITAL GENERAL REGIONAL 196,IMSS,Media,Media,"19.529016,-99.030983"
2020-04-21,HOSPITAL GENERAL DE ZONA 58 (LAS MARGARITAS),IMSS,Media,Media,"19.530797,-99.222446"
2020-04-21,HOSPITAL GENERAL DE ZONA 76 (XALOSTOC),IMSS,Crítica,Crítica,"19.526677,-99.082058"
2020-04-21,HOSPITAL GENERAL DE ZONA 98 (COACALCO),IMSS,Crítica,Crítica,"19.638165,-99.098892"
2020-04-21,HG DARIO FERNANDEZ FIERRO,ISSSTE,Buena,Media,"19.363602,-99.188608"
2020-04-21,HR LIC ADOLFO LÓPEZ MATEOS,ISSSTE,Media,Media,"19.358451,-99.172716"
2020-04-21,HG TOLUCA,ISSSTE,Crítica,Media,"19.256918,-99.635872"
2020-04-21,8/O REGIMIENTO MECANIZADO ALMOLOYA DE JUÁREZ,SEDENA,,,"19.403838,-99.742294"
2020-04-21,HOSPITAL CENTRAL SUR DE ALTA ESPECIALIDAD,PEMEX,Crítica,Crítica,"19.308751,-99.218739"
2020-04-21,ALTA ESPECIALIDAD DE ZUMPANGO,EDOMEX,Media,Media,"19.815464,-99.089197"
2020-04-21,HOSPITAL PARA EL NIÑO IMIEM,EDOMEX,Crítica,Crítica,"19.272268,-99.660899"
2020-04-21,CENTRO MÉDICO ADOLFO LÓPEZ MATEOS,EDOMEX,,,"19.321045,-99.633308"
2020-04-21,MÉDICA SUR,PRIVADOS,,,"19.297207,-99.160809"
2020-04-21,HOSPITAL ÁNGELES ROMA (SANTELENA),PRIVADOS,Buena,Crítica,"19.415243,-99.157081"
2020-04-21,CENTRO MÉDICO ABC CAMPUS OBSERVATORIO,PRIVADOS,Buena,Buena,"19.400754,-99.204033"
2020-04-21,HOSPITAL SAN ÁNGEL INN CHAPULTEPEC,PRIVADOS,Crítica,Crítica,"19.421896,-99.172987"
2020-04-21,HOSPITAL SAN ÁNGEL INN PATRIOTISMO,PRIVADOS,Crítica,Crítica,"19.376412,-99.186388"
2020-04-21,CENTRO MÉDICO QIRÚGICO ESCANDÓN,PRIVADOS,,,"19.402588,-99.172236"
2020-04-21,FUNDACIÓN HOSPITAL NUESTRA SEÑORA DE LA LUZ,PRIVADOS,,,"19.434591,-99.157036"
2020-04-21,HOSPITAL ÁNGELES CLÍNICA LONDRES,PRIVADOS,Crítica,Buena,"19.421804,-99.156942"
2020-04-21,HOSPITAL ÁNGELES LINDAVSTA,PRIVADOS,Media,Buena,"19.486673,-99.129583"
2020-04-21,HOSPITAL DIOMED,PRIVADOS,Crítica,Crítica,"19.401424,-99.205282"
2020-04-21,HOSPITAL ÁNGELES METROPOLITANO,PRIVADOS,Buena,Media,"19.407125,-99.167048"
2020-04-21,HOSPITAL GENERAL BALBUENA,SEDESA,,,"19.424195,-99.115412"
2020-04-21,HOSPITAL PEDIÁTRICO AZCAPOTZALCO,SEDESA,,,"19.484418,-99.185442"
2020-04-21,HOSPITAL GENERAL AJUSCO MEDIO,SEDESA,,,"19.272165,-99.207846"
2020-04-21,HOSPITAL MATERNO INFANTIL CUAUTEPEC,SEDESA,,,"19.539787,-99.140977"
2020-04-21,HOSPITAL PEDIÁTRICO COYOACÁN,SEDESA,,,"19.345818,-99.168076"
2020-04-21,HOSPITAL GENERAL IZTAPALAPA,SEDESA,,,"19.343426,-99.027236"
2020-04-22,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,SSA,Media,Buena,"19.291375,-99.158653"
2020-04-22,HOSPITAL GENERAL DE MÉXICO,SSA,,,"19.4129258,-99.1520225"
2020-04-22,INSTITUTO NACIONAL DE CARDIOLOGÍA IGNACIO CHÁVEZ,SSA,Crítica,Buena,"19.290598,-99.153838"
2020-04-22,HOSPITAL GENERAL TLÁHUAC,SEDESA,Media,Media,"19.287492,-99.052665"
2020-04-22,HOSPITAL PEDIÁTRICO LA VILLA,SEDESA,Media,Media,"19.487355,-99.114316"
2020-04-22,HOSPITAL GENERAL DE ZONA 27 (CDMX NORTE),IMSS,,,"19.454776,-99.140007"
2020-04-22,HOSPITAL GENERAL DE ZONA 30 (CDMX SUR),IMSS,,,"19.398836,-99.116913"
2020-04-22,HOSPITAL GENERAL DE ZONA 53,IMSS,,,"19.356913,-98.990929"
